Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
2645,Fmale,No,0,Not Graduate,Yes,26934,2528,174,360.0,0.0,Semiurban,N
3502,Female,Yes,3+,Not Graduate,No,13060,1969,127,360.0,0.0,Semiurban,Y
4671,Female,Yes,2,Not Graduate,No,23272,1908,41,240.0,1.0,Urban,Y
3197,Male,Yes,0,Graduate,No,15042,2207,169,180.0,1.0,semi-urban,Y
4829,Fmale,Yes,1,Graduate,No,29458,9151,177,180.0,1.0,Rural,Y
3117,Male,Yes,0,Graduate,No,33707,0,165,240.0,-1.0,Semiurban,Y
3998,Female,No,,Graduate,No,9813,2040,119,240.0,0.0,Metro,N
2528,Female,Yes,0,Not Graduate,No,45901,13582,159,120.0,0.0,Semiurban,N
4848,Female,Yes,0,Graduate,Yes,15706,0,203,240.0,0.0,Urban,Y
4076,Female,No,3+,Not Graduate,No,38670,0,167,180.0,0.0,Rural,N
4733,Male,Yes,2,Graduate,Yes,36667,3392,182,180.0,0.0,Semiurban,Y
3139,Female,No,1,Graduate,Yes,24183,4327,187,180.0,1.0,Semiurban,N
1815,Female,Yes,0,Not Graduate,Yes,18666,1838,134,240.0,1.0,Semiurban,N
2366,Female,No,0,Graduate,Yes,17985,2978,99,180.0,1.0,Rural,N
3722,Male,No,2,Not Graduate,No,12141,0,164,120.0,0.0,semi-urban,Y
1735,Female,No,2,Graduate,Yes,18599,0,99,360.0,0.0,Rural,Y
397,Male,Yes,1,Graduate,Yes,18981,0,146,360.0,1.0,Urban,Y
2127,Male,No,3+,Not Graduate,Yes,28986,1731,120,240.0,1.0,Urban,Y
3696,Male,No,0,Not Graduate,Yes,8632,1855,114,240.0,0.0,Urban,Y
1907,Male,,2,Not Graduate,No,17560,5399,171,999.0,0.0,Urban,Y
1496,Female,Yes,3+,Graduate,Yes,26144,0,164,240.0,1.0,Urban,N
2227,Male,Yes,0,Not Graduate,,17318,4790,148,240.0,0.0,Semiurban,Y
2731,Male,No,1,Not Graduate,Self,36901,0,148,360.0,1.0,Rural,Y
2264,Male,Yes,3+,Not Graduate,No,14610,2576,208,240.0,1.0,Urban,N
4148,Male,Yes,2,Not Graduate,No,25162,7316,129,180.0,1.0,Semiurban,N
2472,Female,No,0,Graduate,No,11422,0,194,360.0,1.0,Urban,N
1353,Female,No,0,Not Graduate,Yes,11528,0,168,240.0,1.0,Urban,N
614,Female,N,2,Graduate,No,17457,0,204,240.0,1.0,Semiurban,Y
291,Female,Yes,2,Graduate,No,27428,7862,247,180.0,0.0,Rural,N
2699,Male,Yes,,Not Graduate,Yes,18641,0,122,360.0,1.0,Urban,Y
4445,Female,Yes,1,Graduate,Yes,17103,0,131,240.0,0.0,Urban,Y
991,Female,No,0,Not Graduate,No,59328,3167,123,180.0,0.0,Semiurban,Y
2681,Female,No,0,Graduate,Yes,14712,0,137,240.0,0.0,Rural,Y
3794,Female,No,four,Not Graduate,No,12043,0,161,360.0,1.0,Semiurban,Y
4131,Female,No,0,Graduate,No,18017,0,153,240.0,1.0,Semiurban,N
4875,Male,No,2,Graduate,Yes,17870,3926,81,240.0,0.0,Semiurban,Y
1661,Female,No,1,Graduate,Yes,9731,6260,197,120.0,,Rural,N
3204,Male,Yes,2,Graduate,Yes,63754,0,194,240.0,1.0,Urban,Y
3475,Male,Yes,3+,Graduate,No,19145,0,151,180.0,0.0,Rural,Y
651,Male,Yes,2,Graduate,No,27996,668,255,180.0,1.0,Semiurban,N
4232,Female,Yes,3+,Graduate,No,28682,0,191,360.0,1.0,Semiurban,Y
2770,Male,Yes,1,Not Graduate,Yes,8606,2772,82,240.0,0.0,Rural,N
1643,Male,Yes,1,Graduate,No,19998,5344,145,120.0,0.0,Semiurban,N
1547,Female,Yes,1,Graduate,No,12433,0,123,180.0,1.0,Rural,Y
731,Female,Yes,2,Not Graduate,No,23442,5144,133,180.0,0.0,Rural,Y
1784,Female,No,1,Graduate,Yes,19413,0,187,,1.0,Rural,Y
346,,Yes,3+,Not Graduate,No,15517,0,129,240.0,1.0,semi-urban,Y
1715,Mle,No,3+,Not Graduate,Yes,22646,0,133,240.0,1.0,Rural,Y
2306,Male,Yes,0,Not Graduate,No,12846,0,183,360.0,1.0,Urban,N
3278,Male,Yes,1,Not Graduate,No,9664,8629,171,240.0,0.0,Rural,Y
4071,Female,Yes,0,Not Graduate,Yes,23536,0,166,180.0,2.0,Rural,N
3910,Female,Yes,1,Not Graduate,Self,11595,0,166,240.0,0.0,Rural,Y
3808,Male,No,3+,Graduate,No,17847,3197,72,240.0,0.0,Rural,Y
3973,Male,No,2,Graduate,Self,14917,0,82,180.0,1.0,Urban,Y
1519,Male,No,1,Not Graduate,No,8144,0,151,180.0,0.0,Rural,N
2908,Female,No,0,Graduate,No,13848,0,187,240.0,1.0,Semiurban,N
914,Female,Yes,3+,Not Graduate,No,41092,2073,153,120.0,0.0,Urban,N
3096,Mle,,1,Not Graduate,No,26249,1660,71,120.0,1.0,Rural,Y
795,Male,No,3+,Graduate,Yes,21436,0,88,240.0,1.0,Semiurban,Y
961,Male,No,2,Grad,No,25302,0,177,240.0,0.0,Urban,Y
393,Female,Yes,0,Not Graduate,Yes,14466,0,203,240.0,0.0,Semiurban,N
4851,Female,Yes,0,Graduate,No,10616,0,171,120.0,1.0,Urban,Y
269,Male,No,1,Not Graduate,Self,41761,0,122,180.0,1.0,Semiurban,Y
343,Female,Yes,0,Graduate,No,12520,0,166,180.0,0.0,Semiurban,Y
2409,Female,Yes,1,Not Graduate,No,15161,0,159,360.0,0.0,Urban,N
1410,Male,No,,Not Graduate,Yes,19646,0,121,360.0,1.0,Semiurban,Y
4019,Male,Yes,0,Graduate,Yes,23140,0,154,240.0,1.0,Semiurban,Y
4632,Female,Yes,3+,Graduate,Yes,9391,852,240,240.0,1.0,Metro,Y
3186,Female,Yes,3+,Graduate,Yes,37950,6547,131,180.0,1.0,Urban,Y
1585,Male,No,2,Not Graduate,No,38996,5042,153,240.0,1.0,Semiurban,N
3959,Female,No,2,Graduate,Yes,46462,427,73,360.0,1.0,Urban,N
1442,Male,Yes,0,Not Graduate,No,37345,2215,78,120.0,1.0,Semiurban,Y
2044,Male,Yes,1,Not Graduate,Yes,8501,1705,123,240.0,1.0,Semiurban,Y
894,Female,No,1,Graduate,No,11612,4914,179,180.0,0.0,Rural,Y
696,Male,Yes,0,Not Graduate,Yes,17641,0,106,180.0,-1.0,Rural,Y
3245,Female,Yes,2,Graduate,Yes,6516,1453,153,360.0,0.0,Urban,N
2616,Male,Yes,0,Not Graduate,Yes,17201,3095,108,360.0,-1.0,Urban,Y
3224,Male,Yes,0,Graduate,Yes,14441,0,90,360.0,0.0,Urban,N
1396,Female,Yes,0,Not Graduate,No,12776,828,162,120.0,1.0,Rural,N
4996,Male,No,0,Graduate,No,10847,1702,245,180.0,0.0,Semiurban,N
3351,Male,No,2,Not Graduate,No,27372,0,86,360.0,0.0,Urban,N
2598,Male,Yes,0,Not Graduate,Yes,20144,0,231,240.0,1.0,Urban,Y
444,Male,No,2,Not Graduate,Yes,13227,2058,102,360.0,1.0,Rural,Y
2076,Female,No,1,Graduate,No,10439,0,171,120.0,0.0,Rural,Y
1502,Male,Yes,0,Not Graduate,Yes,43104,2566,127,240.0,0.0,Rural,N
1716,Female,Yes,0,Graduate,Yes,15587,4623,207,180.0,1.0,Urban,N
3021,Mle,No,1,Not Graduate,No,18096,0,164,180.0,0.0,Urban,Y
4912,Female,No,3+,Grad,Yes,29169,3146,146,360.0,2.0,Rural,Y
4094,Female,Yes,2,Not Graduate,No,14459,2896,197,120.0,0.0,Rural,N
1196,Female,No,2,Not Graduate,Yes,37122,452,91,360.0,1.0,Semiurban,N
3299,Male,Yes,3+,Not Graduate,No,23532,2022,123,360.0,1.0,semi-urban,Y
2274,Female,Yes,3+,Not Graduate,No,31986,2009,151,120.0,1.0,Semiurban,Y
496,Male,No,1,Graduate,No,11301,7353,141,999.0,1.0,Rural,N
2999,Male,No,0,Not Graduate,No,31200,0,229,240.0,1.0,Urban,N
2329,Male,No,1,Not Graduate,No,30419,1946,54,120.0,0.0,Urban,N
2647,Male,Yes,3+,Not Graduate,Yes,17963,14273,196,240.0,1.0,Urban,Y
2514,Female,No,3+,Not Graduate,Yes,14598,0,152,120.0,1.0,Semiurban,Y
2858,,No,1,Not Graduate,,9984,1660,116,240.0,0.0,Urban,Y
4386,Female,No,3+,Graduate,No,28815,0,73,240.0,1.0,Urban,Y
1269,Female,No,2,Not Graduate,Yes,45235,1508,163,180.0,0.0,Urban,N
4056,Male,Yes,1,Not Graduate,No,28079,0,98,240.0,1.0,Semiurban,Y
4843,Male,No,2,Not Graduate,No,21659,0,188,180.0,0.0,Urban,Y
2077,Male,Yes,1,Not Graduate,No,19267,0,233,360.0,1.0,Rural,N
55,Female,No,3+,Graduate,No,18306,3746,123,240.0,1.0,Semiurban,N
2133,Male,Yes,2,Not Graduate,No,25136,3523,256,240.0,1.0,Rural,Y
2489,Female,Yes,2,Not Graduate,Yes,29355,2849,98,240.0,0.0,Urban,N
2052,Female,No,0,Graduate,Yes,20238,0,184,360.0,0.0,Semiurban,N
4595,Male,Yes,1,Not Graduate,No,7050,0,121,240.0,0.0,Urban,Y
3987,Male,No,3+,Not Graduate,No,10798,8671,138,120.0,0.0,Rural,N
3457,Female,No,2,Graduate,No,13452,0,164,360.0,1.0,Urban,Y
1866,Female,No,1,Graduate,No,41329,1900,219,240.0,0.0,Rural,Y
633,Female,Yes,1,Not Graduate,No,48742,0,214,120.0,0.0,Metro,Y
578,Female,No,2,Not Graduate,,21891,5301,151,180.0,0.0,Urban,N
2515,Male,Yes,3+,Graduate,Yes,18044,7183,156,,0.0,Semiurban,Y
1893,Female,No,2,Not Graduate,No,9032,1367,79,240.0,1.0,Rural,Y
1445,Female,No,1,Graduate,No,14920,0,145,120.0,1.0,Urban,Y
788,Female,Yes,3+,Not Graduate,Yes,15815,3142,121,120.0,1.0,Rural,N
1081,Male,Yes,2,Graduate,No,19525,0,87,240.0,,Semiurban,Y
2946,Female,Yes,2,Graduate,Yes,21018,0,197,240.0,0.0,Urban,N
234,Female,No,0,Not Graduate,No,36446,4688,196,240.0,0.0,Urban,N
4939,Male,No,1,Not Graduate,No,12061,1750,198,180.0,1.0,Urban,Y
4318,Mle,Yes,1,Not Graduate,Yes,18311,0,191,120.0,0.0,Rural,N
3211,Male,Yes,0,Graduate,No,21152,1295,109,180.0,1.0,Semiurban,Y
3268,Female,No,2,Graduate,Yes,26801,0,207,240.0,0.0,Urban,Y
4699,Female,No,1,Not Graduate,No,10207,0,151,360.0,1.0,Urban,N
1894,Male,Yes,0,Not Graduate,No,23911,2053,90,360.0,0.0,Rural,Y
785,Female,No,0,Graduate,No,14634,430,243,120.0,0.0,Semiurban,Y
4145,Female,No,1,Graduate,Yes,23141,0,125,120.0,1.0,Semiurban,N
3379,Female,N,0,Not Graduate,No,47874,7877,70,180.0,1.0,Urban,Y
695,Female,,0,Graduate,No,18659,0,141,360.0,2.0,Semiurban,Y
786,Female,No,3+,Graduate,No,16548,971,111,180.0,0.0,Rural,N
525,Female,No,3+,Graduate,No,24885,0,80,360.0,1.0,Rural,N
715,Male,No,3+,Not Graduate,Yes,64128,1169,62,180.0,1.0,Rural,Y
4613,Male,Yes,2,Not Graduate,Yes,12858,0,79,,0.0,Urban,N
3235,Male,Yes,0,Graduate,Yes,6842,0,163,240.0,0.0,Urban,Y
4320,Female,Yes,0,Graduate,No,34283,1601,143,120.0,0.0,Semiurban,Y
1860,Male,No,1,Graduate,Yes,18615,3186,153,120.0,0.0,Rural,Y
501,Female,No,1,Graduate,Yes,21382,3000,182,180.0,1.0,Semiurban,Y
3053,Male,No,3+,Graduate,Yes,13521,4330,87,240.0,1.0,Urban,N
4499,Female,Yes,2,Graduate,No,17560,0,99,180.0,1.0,Rural,N
858,Female,No,0,Not Graduate,Yes,5315,3345,119,180.0,1.0,Urban,Y
4315,Male,Yes,1,Graduate,Yes,18605,4042,148,240.0,0.0,Rural,Y
2693,Male,Yes,3+,Graduate,No,47360,0,156,180.0,1.0,Semiurban,Y
293,Male,Yes,3+,Not Graduate,Yes,35255,0,174,180.0,0.0,Rural,Y
3276,Female,No,0,Graduate,No,22767,7042,189,360.0,1.0,Rural,N
562,Male,Yes,3+,Graduate,Yes,21704,663,94,120.0,0.0,Rural,Y
4905,Male,Yes,2,Not Graduate,No,52605,5728,195,240.0,0.0,Urban,Y
94,Female,Yes,0,Not Graduate,No,16453,0,168,180.0,0.0,Semiurban,Y
662,Male,Yes,0,Graduate,Yes,6567,4500,199,120.0,0.0,Rural,Y
3578,Male,No,0,Graduate,Yes,25632,11718,171,120.0,0.0,Rural,Y
1062,Female,No,2,Not Graduate,No,21806,449,166,180.0,1.0,Urban,N
3754,Male,Yes,0,Graduate,No,24283,0,153,240.0,1.0,Rural,N
3124,Female,Yes,0,Graduate,No,21675,3144,121,180.0,1.0,Rural,N
4112,Female,No,2,Not Graduate,No,23130,1433,163,240.0,0.0,Urban,N
2816,Male,Yes,0,Not Graduate,No,10584,0,66,120.0,0.0,Semiurban,Y
1829,Female,No,2,Graduate,No,30939,4699,94,240.0,1.0,Semiurban,Y
658,Female,No,3+,Not Graduate,Yes,27483,0,124,120.0,,Urban,N
3700,Female,No,1,Graduate,Yes,28558,0,167,120.0,1.0,Urban,Y
1993,Male,Yes,3+,Graduate,No,19878,0,109,360.0,1.0,Urban,Y
2672,Female,No,2,Graduate,No,13887,5023,131,360.0,0.0,,Y
4539,Male,Yes,2,Graduate,No,20199,0,139,360.0,1.0,Urban,Y
4849,Female,Yes,2,Not Graduate,No,36524,0,134,120.0,1.0,Rural,N
2578,Female,Yes,2,Graduate,No,10830,0,38,360.0,1.0,Semiurban,Y
1498,,Yes,1,Graduate,No,23503,4997,143,180.0,0.0,Metro,N
390,Female,No,2,Not Graduate,No,10150,0,75,180.0,0.0,Urban,Y
102,Female,No,1,Not Graduate,Yes,12847,3743,218,240.0,1.0,Rural,Y
4910,Male,Y,2,Graduate,No,9674,0,226,120.0,,Urban,Y
2337,Male,No,0,Graduate,No,113002,1142,183,180.0,0.0,Rural,Y
3097,Male,No,2,Not Graduate,Self,25878,0,70,180.0,0.0,Semiurban,Y
939,Male,Yes,,Not Graduate,Yes,28095,6269,142,180.0,0.0,Rural,Y
3849,Male,No,0,Not Graduate,Yes,27013,3470,137,120.0,1.0,Semiurban,Y
4159,Female,No,1,Not Graduate,No,20628,0,166,360.0,1.0,Semiurban,N
3328,Female,No,1,Not Graduate,Yes,21530,0,202,180.0,0.0,Rural,Y
7,Male,No,3+,Not Graduate,No,15604,0,174,120.0,0.0,Urban,N
1064,Male,Yes,3+,Graduate,No,52848,0,210,240.0,1.0,Urban,Y
1987,Male,Yes,3+,Graduate,Yes,26218,3218,136,180.0,1.0,Urban,Y
3401,Male,No,2,Not Graduate,No,35387,0,179,180.0,0.0,Semiurban,N
1104,Female,No,3+,Not Graduate,No,15392,0,77,180.0,0.0,,N
225,Male,Yes,3+,Not Graduate,No,5619,3570,119,180.0,1.0,Semiurban,Y
960,Female,Y,3+,Not Graduate,Yes,20332,1619,89,120.0,0.0,Rural,N
2383,Male,Yes,2,Not Graduate,No,20925,1647,1500,240.0,0.0,Rural,Y
1228,Male,Yes,2,Graduate,,11741,4042,161,180.0,1.0,Semiurban,Y
437,Male,No,1,Graduate,Yes,21685,4857,124,120.0,0.0,Urban,Y
3921,Male,No,3+,Graduate,No,27621,3054,224,360.0,0.0,Urban,Y
3815,Female,No,3+,Graduate,Yes,18615,0,207,180.0,1.0,Urban,Y
1044,Male,No,0,Graduate,No,18693,1288,129,180.0,1.0,Semiurban,Y
4310,Female,Yes,2,Graduate,Yes,30105,7426,191,120.0,0.0,Semiurban,Y
1495,Female,No,2,Grad,No,14308,0,113,180.0,0.0,Urban,Y
4211,Male,No,3+,Not Graduate,Yes,31078,0,176,999.0,1.0,Semiurban,Y
603,Female,Yes,2,Not Graduate,Self,21050,0,120,120.0,0.0,Urban,Y
4624,Female,No,1,Not Graduate,No,24821,4505,9999,180.0,1.0,Rural,Y
4260,Female,No,1,Graduate,No,19764,0,86,180.0,1.0,Urban,Y
4840,Female,No,2,Not Graduate,No,16121,1054,135,120.0,1.0,Semiurban,N
1926,Male,No,2,Not Graduate,No,6928,0,211,360.0,0.0,Rural,Y
4551,Male,Yes,3+,Not Graduate,No,19265,8797,188,240.0,1.0,Semiurban,Y
3725,Male,Yes,2,Not Graduate,Yes,26592,1895,70,180.0,2.0,Urban,Y
3430,Male,No,2,Not Graduate,No,22218,0,242,120.0,1.0,Semiurban,N
3406,Female,No,3+,Graduate,No,15139,7679,96,240.0,1.0,Semiurban,Y
1915,Female,Yes,0,Graduate,Yes,71695,898,175,360.0,0.0,Urban,Y
549,Female,No,3+,Not Graduate,No,12717,2907,85,180.0,0.0,Rural,Y
2685,Female,Yes,3+,Grad,Yes,14533,0,239,240.0,0.0,Urban,N
2654,Male,No,1,Not Graduate,Yes,16240,1507,124,180.0,1.0,Rural,N
4297,Male,Yes,1,Not Graduate,Yes,25037,0,216,240.0,1.0,Semiurban,N
3227,Male,No,3+,Grad,Yes,47959,2364,175,240.0,1.0,Rural,Y
4853,Male,Yes,2,Graduate,Yes,28006,1157,177,360.0,1.0,Urban,N
2737,Female,Yes,2,Not Graduate,No,39670,0,245,360.0,-1.0,Urban,Y
2106,Female,No,2,Not Graduate,Yes,24166,0,236,120.0,0.0,Urban,N
3644,Female,Yes,3+,Graduate,No,28174,0,93,240.0,1.0,Semiurban,Y
1959,Male,No,2,Graduate,Yes,8664,3534,83,180.0,0.0,Urban,Y
3904,Female,No,0,Graduate,No,26271,2725,114,120.0,0.0,Rural,Y
4165,Female,No,1,Grad,No,45028,3464,119,180.0,1.0,Urban,Y
4755,Female,Yes,0,Not Graduate,Yes,34370,0,102,120.0,1.0,Semiurban,N
465,Female,No,0,Graduate,Yes,16593,12064,163,120.0,0.0,Rural,N
1217,Female,Yes,2,Not Graduate,No,10007,0,172,360.0,1.0,Rural,N
3217,Female,No,1,Graduate,Yes,23242,1660,160,240.0,0.0,Metro,N
726,Female,No,0,Graduate,No,29099,0,178,360.0,0.0,Semiurban,Y
3439,Male,Yes,3+,Not Graduate,No,13701,3612,176,240.0,0.0,Urban,N
941,Female,No,1,Graduate,No,31711,3002,121,240.0,0.0,Rural,Y
396,Female,No,0,Not Graduate,Yes,28811,0,129,120.0,2.0,Urban,Y
232,Male,No,3+,Not Graduate,Yes,96566,2815,142,120.0,1.0,Semiurban,Y
2709,Female,No,2,Not Graduate,Yes,20591,0,86,180.0,2.0,Rural,Y
4652,Female,No,1,Not Graduate,No,28221,931,115,240.0,0.0,Rural,N
2167,Female,No,0,Not Graduate,Yes,38827,2124,79,120.0,0.0,Urban,Y
2244,Female,Yes,2,Not Graduate,Yes,13336,1329,139,360.0,0.0,Urban,Y
1144,,No,2,Not Graduate,Yes,18105,0,121,240.0,0.0,Urban,N
1036,Male,No,1,Not Graduate,Yes,21672,0,176,120.0,1.0,Urban,Y
1670,Female,Yes,3+,Graduate,No,16789,1097,111,360.0,0.0,Urban,N
4134,Male,Yes,2,Graduate,No,18024,4347,118,120.0,1.0,Semiurban,Y
2000,Male,Yes,0,Graduate,No,30352,0,238,360.0,1.0,Rural,Y
2713,Female,Yes,,Graduate,Yes,12715,1356,230,360.0,0.0,Semiurban,Y
2972,Male,Yes,3+,Graduate,No,47573,1715,140,120.0,0.0,Urban,Y
4464,,No,1,Not Graduate,No,25444,0,180,360.0,1.0,Urban,N
1604,Male,Yes,2,Graduate,Yes,11968,4876,90,240.0,1.0,Semiurban,Y
1797,Female,No,0,Not Graduate,No,71728,0,154,240.0,1.0,Semiurban,Y
4789,Female,Yes,3+,Graduate,Yes,10158,0,206,180.0,1.0,Urban,N
1775,Male,Yes,3+,Graduate,No,51758,0,44,240.0,0.0,Rural,Y
774,Male,Y,3+,Graduate,Yes,23466,0,145,360.0,1.0,Rural,Y
3524,Male,Yes,3+,Graduate,Yes,24399,0,133,240.0,1.0,semi-urban,Y
1961,Male,No,2,Not Graduate,No,10237,0,205,360.0,1.0,Urban,Y
2727,Female,No,3+,Graduate,Yes,15206,2652,162,360.0,1.0,Rural,Y
2748,Male,Yes,1,Grad,No,15880,2098,151,180.0,1.0,Urban,N
4158,Female,No,1,Not Graduate,Yes,13165,0,213,360.0,1.0,Urban,Y
202,Male,Yes,2,Not Graduate,Yes,47525,0,120,180.0,0.0,Rural,N
3978,Male,No,2,Not Graduate,No,11215,1398,164,240.0,0.0,Semiurban,Y
4701,Female,Yes,1,Graduate,Yes,23771,2652,221,360.0,0.0,Semiurban,Y
1477,Male,Yes,0,Not Graduate,Yes,17312,8827,77,240.0,0.0,Semiurban,Y
2193,Male,Yes,3+,Not Graduate,No,24038,1681,180,360.0,1.0,Rural,Y
3659,Female,No,1,Graduate,No,37810,0,81,360.0,1.0,Urban,Y
4384,Female,No,2,Graduate,Yes,30239,2916,198,240.0,0.0,Semiurban,Y
417,Male,Yes,2,Graduate,No,27207,0,170,999.0,1.0,Semiurban,N
2606,Male,Yes,,Graduate,,20574,0,84,240.0,0.0,Rural,N
4960,Male,No,1,Not Graduate,Yes,15295,4601,147,240.0,-1.0,Rural,Y
4491,Female,Yes,1,Not Graduate,,54081,0,166,360.0,1.0,Rural,Y
3945,Male,No,0,Graduate,No,58443,1374,226,120.0,0.0,Semiurban,N
3802,Female,No,0,Not Graduate,No,10685,4308,185,180.0,1.0,Urban,Y
4244,Male,No,3+,Graduate,Yes,12409,0,1500,180.0,0.0,Rural,Y
339,Female,No,,Graduate,Yes,25125,6144,103,999.0,0.0,Rural,N
261,Male,Yes,3+,Not Graduate,Yes,15395,1149,125,180.0,1.0,Semiurban,Y
3191,Female,Yes,0,Not Graduate,Yes,57459,1654,86,240.0,0.0,Rural,N
720,Female,Yes,1,Graduate,No,49610,0,171,240.0,0.0,Urban,N
1679,Female,No,3+,Graduate,Yes,9939,1397,194,120.0,1.0,Semiurban,Y
569,Male,No,1,Not Graduate,No,45981,0,174,120.0,0.0,Semiurban,N
3057,Male,No,1,Not Graduate,No,32361,4915,103,120.0,0.0,Urban,Y
3394,Female,No,0,Not Graduate,No,33325,2187,134,180.0,0.0,Urban,Y
377,Female,No,2,Not Graduate,Yes,14928,2777,98,120.0,0.0,Semiurban,Y
3517,Male,Yes,3+,Not Graduate,No,32858,0,254,120.0,1.0,Urban,Y
1772,Female,No,3+,Graduate,No,32595,0,271,120.0,1.0,Rural,Y
4006,Male,No,0,Not Graduate,No,36795,0,113,,1.0,Semiurban,Y
606,Female,Yes,2,Graduate,Yes,12117,0,173,240.0,0.0,Rural,N
1964,Male,Yes,1,Graduate,Yes,11356,1276,158,180.0,0.0,Rural,Y
4490,Male,Yes,3+,Not Graduate,Yes,14943,449,125,120.0,0.0,Rural,Y
1750,Female,Yes,2,Not Graduate,Yes,18032,1739,169,240.0,0.0,Rural,N
3408,Female,Yes,1,Graduate,No,13424,3211,146,120.0,1.0,Semiurban,Y
303,Female,No,0,Graduate,,14396,1021,101,360.0,0.0,Rural,Y
3920,Female,No,1,Graduate,Yes,22052,0,192,120.0,1.0,semi-urban,N
4366,Female,Yes,1,Graduate,Yes,27864,7944,153,120.0,0.0,Urban,Y
233,Female,No,0,Graduate,No,59114,0,121,120.0,1.0,Urban,Y
3060,Female,Yes,2,Not Graduate,No,25440,0,145,360.0,0.0,Semiurban,Y
1551,Male,No,1,Not Graduate,Yes,17026,0,162,120.0,1.0,Urban,Y
363,Male,No,3+,Not Graduate,No,15659,3378,150,240.0,0.0,Semiurban,Y
2840,Male,Yes,1,Not Graduate,No,13264,4098,172,360.0,0.0,Rural,Y
1667,Male,No,0,Not Graduate,Yes,20984,0,118,360.0,0.0,Urban,Y
126,Male,Yes,3+,Not Graduate,Yes,17246,0,89,360.0,0.0,Rural,Y
2724,Female,Yes,0,Not Graduate,Yes,31094,0,200,240.0,1.0,Semiurban,Y
954,Male,N,2,Graduate,No,15020,0,187,120.0,1.0,Semiurban,Y
482,Female,,0,Graduate,Yes,14683,4280,182,360.0,1.0,Rural,Y
4828,Male,No,0,Graduate,Yes,20876,0,194,120.0,1.0,Rural,Y
4111,Female,Yes,3+,Graduate,Yes,16695,0,65,120.0,1.0,Semiurban,Y
2970,Male,No,3+,Graduate,No,13178,2621,167,360.0,1.0,Rural,Y
711,,No,3+,Graduate,No,19128,0,160,240.0,0.0,Urban,Y
2722,Male,No,0,Not Graduate,Yes,54974,0,61,240.0,1.0,Urban,Y
4157,Female,Yes,0,Graduate,No,25632,2705,145,360.0,0.0,Semiurban,Y
4025,Female,No,3+,Graduate,Yes,25031,1201,118,180.0,1.0,Urban,Y
3708,Female,Yes,0,Graduate,Yes,19834,0,139,120.0,1.0,Rural,Y
2708,,Yes,1,Graduate,No,31131,731,213,240.0,1.0,Rural,N
2008,Female,Yes,0,Graduate,Yes,43909,0,153,240.0,1.0,Semiurban,Y
710,Male,No,3+,Not Graduate,No,22109,5624,260,360.0,0.0,Semiurban,Y
3694,Female,Yes,0,Graduate,Self,14981,2226,167,360.0,0.0,Urban,N
2102,Female,Yes,3+,Not Graduate,Yes,13221,0,138,180.0,1.0,Urban,Y
4110,Female,Yes,2,Graduate,No,12070,1807,226,240.0,1.0,Rural,N
4764,Female,Yes,0,Not Graduate,No,12112,0,179,240.0,0.0,Urban,Y
814,Male,Yes,0,Not Graduate,No,11344,791,143,120.0,1.0,Urban,N
131,Female,Yes,1,Not Graduate,No,53730,0,45,120.0,1.0,Rural,Y
1962,Female,Yes,0,Graduate,Yes,34187,0,150,360.0,1.0,Urban,Y
4525,Female,No,3+,Grad,Yes,12114,3494,133,360.0,0.0,Rural,Y
2604,Female,Yes,2,Not Graduate,Yes,23985,3762,155,240.0,0.0,Urban,N
4045,Male,No,1,Not Graduate,No,19857,0,181,240.0,1.0,Semiurban,N
491,Male,No,1,Not Graduate,No,11419,0,122,240.0,0.0,Urban,Y
2499,Male,Yes,1,Not Graduate,Yes,78440,3873,149,360.0,2.0,Urban,Y
2679,Male,No,2,Not Graduate,No,21104,644,141,,1.0,Semiurban,Y
1527,Female,No,1,Not Graduate,No,23994,0,235,180.0,1.0,Rural,Y
1992,Male,Yes,0,Graduate,Yes,42248,0,154,360.0,0.0,Rural,Y
352,Female,Yes,2,Graduate,Yes,31938,1033,173,999.0,1.0,Semiurban,Y
187,Male,Yes,1,Not Graduate,No,34582,0,135,240.0,0.0,Urban,Y
3257,Female,Yes,3+,Not Graduate,No,28299,0,107,180.0,1.0,Urban,Y
2887,Female,Yes,3+,Not Graduate,No,14363,9838,205,360.0,1.0,Semiurban,Y
2976,Male,No,,Graduate,Yes,20259,1710,116,180.0,-1.0,Urban,Y
4385,Male,No,2,Not Graduate,No,21543,1719,125,120.0,,Rural,N
400,Male,No,1,Not Graduate,Self,20226,394,163,999.0,0.0,Urban,Y
3270,Male,Yes,1,Not Graduate,Yes,23276,0,125,120.0,0.0,Urban,N
3382,Female,No,0,Not Graduate,Self,39461,5725,124,240.0,0.0,Semiurban,Y
3112,Female,No,3+,Graduate,No,8574,941,254,360.0,0.0,Rural,Y
1050,Male,No,0,Not Graduate,No,35696,1375,142,360.0,1.0,Semiurban,Y
3448,Female,No,2,Graduate,No,19260,5077,167,120.0,,Semiurban,Y
1101,Male,Yes,3+,Graduate,No,23903,0,156,120.0,,Rural,N
2452,Female,No,2,Not Graduate,Yes,26123,4834,62,240.0,0.0,Rural,Y
4323,Female,Yes,0,Not Graduate,Yes,38133,4274,112,180.0,0.0,Semiurban,N
